study_accession	sample_accession	experiment_accession	run_accession	scientific_name	library_name	nominal_length	library_source	read_count	study_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias	Year
PRJEB7866	SAMEA3143263	ERX639190	ERR694210	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	1926316	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	169886076;172129156	c02ff104e50573bcfda0a0a7fffa8b60;15945c94093cf3cb4fd0a9c35261dc8a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694210/ERR694210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694210/ERR694210_2.fastq.gz	FS903_Marker113_DNA	2013
PRJEB7866	SAMEA3143263	ERX639191	ERR694211	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	359272193;360037669	446f9e6136bfb33399415e9e86cb2a8f;4be5871ccd7a9f42a45b41cbf44d10c2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694211/ERR694211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694211/ERR694211_2.fastq.gz	FS903_Marker113_DNA	2013
PRJEB7866	SAMEA3143263	ERX639192	ERR694212	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	357341990;359268264	cd1f06383c881da8feb982c38c81a452;caa2e2eb251caae4ad15fb4039eed543	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694212/ERR694212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694212/ERR694212_2.fastq.gz	FS903_Marker113_DNA	2013
PRJEB7866	SAMEA3143263	ERX639193	ERR694213	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	2726938	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	245961297;246389194	f3c562f63fb911c9f0a51f82ec3e88ba;64f2d085f06b78e6c66fa0134061bfe9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694213/ERR694213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694213/ERR694213_2.fastq.gz	FS903_Marker113_DNA	2013
PRJEB12000	SAMEA3696444	ERX1236475	ERR1163068	metagenome	CTD1200_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	257938786;259348746	2c287446c420ac43aa002d0435eccdb4;6e65fc521a886bb99318ea1105d9d019	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163068/ERR1163068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163068/ERR1163068_2.fastq.gz	CTD1200_DNA	2014
PRJEB12000	SAMEA3696444	ERX1236476	ERR1163069	metagenome	CTD1200_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	256866438;259861333	03eb9084b5946168ef7e0cdc438d5219;61415d8fcaf69eef30ee3862e304ae30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163069/ERR1163069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163069/ERR1163069_2.fastq.gz	CTD1200_DNA	2014
PRJEB12000	SAMEA3696444	ERX1236477	ERR1163070	metagenome	CTD1200_DNA	290	METAGENOMIC	1902355	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	122533238;124357547	8a34c23de9a0f0e459bc117be0187504;b90c0f6aae151eafda8db9ac18e22c90	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163070/ERR1163070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163070/ERR1163070_2.fastq.gz	CTD1200_DNA	2014
PRJEB12000	SAMEA3696444	ERX1236478	ERR1163071	metagenome	CTD1200_DNA	290	METAGENOMIC	1702090	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	107773009;108529861	143b221b27a0f83de09d8e8f59d092f4;0e23a76a475ab797469d74f4d7e788ee	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163071/ERR1163071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163071/ERR1163071_2.fastq.gz	CTD1200_DNA	2014
PRJEB12000	SAMEA3696444	ERX1236479	ERR1163072	metagenome	CTD1200_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	339732437;340989412	17e57a186911ad65558d70268d975852;1511ff16ec6cc5792bc9a13018ec3abf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163072/ERR1163072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163072/ERR1163072_2.fastq.gz	CTD1200_DNA	2014
PRJEB12000	SAMEA3696444	ERX1236480	ERR1163073	metagenome	CTD1200_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	345030682;346896036	1f5bb1daa8ca8835dfaf63bf58d831c1;3d1de69afab8d55e5a0e094d3f5eb71a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163073/ERR1163073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163073/ERR1163073_2.fastq.gz	CTD1200_DNA	2014
PRJEB12000	SAMEA3696444	ERX1236481	ERR1163074	metagenome	CTD1200_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	339776498;342981665	d3caa2113363a4adc68c150842df18ce;09663fced1ed8f4c239fec2079d04dfd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163074/ERR1163074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163074/ERR1163074_2.fastq.gz	CTD1200_DNA	2014
PRJEB12000	SAMEA3696444	ERX1236482	ERR1163075	metagenome	CTD1200_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	344322635;344720896	401cda12f21a1601f6e52b004d4ea8f1;4e02c5e859211fd761c089783dff77ff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163075/ERR1163075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163075/ERR1163075_2.fastq.gz	CTD1200_DNA	2014
PRJEB12000	SAMEA3696444	ERX1236483	ERR1163076	metagenome	CTD1200_DNA	290	METAGENOMIC	642596	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	57570336;58055322	cb6441aac60755c0d989c16a3b3b011d;7c5dfe35375c1223996bfb25e890d462	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163076/ERR1163076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163076/ERR1163076_2.fastq.gz	CTD1200_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236489	ERR1163082	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	248242189;247835020	983515f11243b68fda96f6626f58a9d3;23a113565db79b36f6c8ee6b899571ca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163082/ERR1163082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163082/ERR1163082_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236490	ERR1163083	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	246300733;246612006	a1370b2195592842baab71144bf7b478;3584790cd87f083c103a4c3d36f11f61	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163083/ERR1163083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163083/ERR1163083_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236491	ERR1163084	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	247201035;248197019	464def9461f8da90f8755e9e82ff016c;d5c6186db546d7e8322d52cafca3afde	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163084/ERR1163084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163084/ERR1163084_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236492	ERR1163085	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	2030131	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	125847011;127388863	2891ec8c7ca04e23fa0407bc241205be;39a1432e3cb2089b7e1677941b0ae15e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163085/ERR1163085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163085/ERR1163085_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236493	ERR1163086	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	1719198	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	104879498;104832021	4e5295e34370c1a7d694f849de164c37;20b166945fb7982250ca455ab9d514d5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163086/ERR1163086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163086/ERR1163086_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236494	ERR1163087	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	328553977;329187567	826b9a0884581c55d4a6d20161c366ea;363c347b8b831aa2e376d5f8625898d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163087/ERR1163087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163087/ERR1163087_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236495	ERR1163088	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	331149869;330711160	9ae5abe0aaebb53be2e2d3104f326725;5f7e36637c562e1dff1e7400c9da3ec9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163088/ERR1163088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163088/ERR1163088_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236496	ERR1163089	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	333387547;334030104	b56c5e27c65844902355c33039bf35e0;65824ff7475cbf02f231865d19e71bea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163089/ERR1163089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163089/ERR1163089_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236497	ERR1163090	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	332233374;333056711	fe2613c4353eb5925955b6d27f8476a0;779a9e71009013090a41dc540698e276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163090/ERR1163090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163090/ERR1163090_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236498	ERR1163091	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	334447202;337031663	10edc5d25eee862c50616f011f7cae5c;f23b7b417faa68e550f4091662636ecf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163091/ERR1163091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163091/ERR1163091_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236499	ERR1163092	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	332391422;329252297	927deaa166dadc2bde465d974fbad20e;2d28ddb46305682f4dcbca5f9f5a78e1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163092/ERR1163092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163092/ERR1163092_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236500	ERR1163093	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	328600109;329484792	d020418e76c9ccfec8be9e295e284aad;7c78ec8b7fd9f9dece733bfea48aaeec	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163093/ERR1163093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163093/ERR1163093_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696446	ERX1236501	ERR1163094	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	1970103	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	170567135;171454726	7e83b28cd503253caa44bf0f6fe65ffa;4a32609b1dfaa27cc76fff66a823efa0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163094/ERR1163094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163094/ERR1163094_2.fastq.gz	FS906_Marker113_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236512	ERR1163105	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	252328636;252241493	74cfd18d9ec9809a3cffafeefac66b55;6264745ca7dcca3fe182d978c6a935e4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163105/ERR1163105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163105/ERR1163105_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236513	ERR1163106	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	250118687;250910018	d9be69a545ba3661f73c1d8ab1441790;39d364f93c7b3656274d92176c1c1d9c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163106/ERR1163106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163106/ERR1163106_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236514	ERR1163107	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	250798755;252979412	257432150f851c023ccfa32db4c8613e;38fc8178050cebec72043a637739a09d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163107/ERR1163107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163107/ERR1163107_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236515	ERR1163108	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	1388576	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	87859209;88661455	6303bbba11343c176d130af9f54abe34;9b4a029cd80c94351a787ddaa41bb025	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163108/ERR1163108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163108/ERR1163108_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236516	ERR1163109	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	2229339	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	137798983;138026439	b35b48d74b6ea299d3eb3a9b46674558;de126c40fa10d09720efb815610407a1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163109/ERR1163109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163109/ERR1163109_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236517	ERR1163110	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	334028428;334384738	0963daa919f8fc138c9338eab0a02a59;59d9810e8f86a712438bdfef75d3946a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163110/ERR1163110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163110/ERR1163110_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236518	ERR1163111	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	336952234;336067023	7ea6316bfd2498dda0f297db98407ebb;b295dd3bbb5f96fc2adfe06f8dce3b5d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163111/ERR1163111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163111/ERR1163111_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236519	ERR1163112	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	340358014;340633204	ee94af9465b67ec24d73acae7128c723;375ae77514086015f8a36b414c35cb11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163112/ERR1163112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163112/ERR1163112_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236520	ERR1163113	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	339257527;339671096	3b95083c5feb75859c0b6454f20c22ab;27104b6d031320ca30a584085804bd32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163113/ERR1163113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163113/ERR1163113_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236521	ERR1163114	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	338032054;339810261	60b8eb91c88282880ddf14c842f1acad;66ad507a7624a297b50a8f5a60bc6e67	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163114/ERR1163114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163114/ERR1163114_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236522	ERR1163115	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	336806533;334927158	83eaeb025fa70ef341de1445721395c2;5aa06e561779194958183880bf0f3ac4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163115/ERR1163115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163115/ERR1163115_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236523	ERR1163116	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	336093870;336418893	709870bf1b6f7a8cd7d681290ca7b680;76e3f23cf23101a0e322189c9bf782ef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163116/ERR1163116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163116/ERR1163116_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696448	ERX1236524	ERR1163117	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	2574516	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	224474252;225409992	fbaf30fbde1262f40464dcc2004a1570;f0843e05f5c3ef655dc35ec8f36e26c1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163117/ERR1163117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163117/ERR1163117_2.fastq.gz	FS907_Anemone_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236532	ERR1163125	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	250683452;250734028	581898a836ef3910e7b59324a8a99fe5;97b1b1bf1eac1260c3a66c0f36840c22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163125/ERR1163125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163125/ERR1163125_2.fastq.gz	FS908_Marker33_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236533	ERR1163126	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	248475211;249534783	cc22ca3e164143d151a5c7c2b66237c8;c794ea9396339aed70e2a995451f6f75	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163126/ERR1163126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163126/ERR1163126_2.fastq.gz	FS908_Marker33_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236534	ERR1163127	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	248936196;251183812	3fcfee8bebf0f37537370592f28f298c;c5ac6b31d6ea177edc1e613e0cce5808	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163127/ERR1163127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163127/ERR1163127_2.fastq.gz	FS908_Marker33_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236535	ERR1163128	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	998084	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	63140423;63651974	8031bcf5ce425a67643afb1061bbb292;83024116e21dc106aa4b5e89e95950a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163128/ERR1163128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163128/ERR1163128_2.fastq.gz	FS908_Marker33_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236536	ERR1163129	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	1566255	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	96337278;96510467	5fad10f833f01549ddfe1585f4364bf9;1be90e5e3e4af0969e7c740c1758db8a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163129/ERR1163129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163129/ERR1163129_2.fastq.gz	FS908_Marker33_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236537	ERR1163130	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	333286256;334019134	83b8be041c5fff698bc579005135cd96;ca6d78b09e190784bb184988719fc545	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163130/ERR1163130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163130/ERR1163130_2.fastq.gz	FS908_Marker33_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236538	ERR1163131	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	335710082;335947666	2d73fcc983fe36039ea154bc6c5723c3;6ca1187da5c3ac97dc30fcf89254691b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163131/ERR1163131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163131/ERR1163131_2.fastq.gz	FS908_Marker33_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236539	ERR1163132	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	332369801;333285386	67ea4face31a76008f2f153885634ca0;9d4046bd9b0cfba7289d21186cc07c6f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163132/ERR1163132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163132/ERR1163132_2.fastq.gz	FS908_Marker33_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236540	ERR1163133	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	336038040;336002251	7e5a1a9de54c516515a9e3ce07478f45;63232b32c492d496876d0567ff2a8224	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163133/ERR1163133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163133/ERR1163133_2.fastq.gz	FS908_Marker33_DNA	2014
PRJEB12000	SAMEA3696450	ERX1236541	ERR1163134	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	334675336;335464292	c85002f6650fa341fe44eb7c200be455;656411cf8c9ca2bc9ce776524f84e4a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163134/ERR1163134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163134/ERR1163134_2.fastq.gz	FS908_Marker33_DNA	2014
